frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
351,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.49,2.09,0.00,1.49,3.03,1.12,0.00,0.16,0.00,0.00,1.83,1.36,0.64,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
352,0,0.000,0.98,1,0.00,0.00,0.07,0.00,1.85,2.16,0.00,1.84,3.11,1.58,0.00,0.12,0.00,0.00,1.75,1.06,0.62,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
353,0,0.000,0.98,1,0.00,0.00,0.14,0.00,2.30,2.15,0.00,2.18,3.26,2.04,0.00,0.07,0.00,0.00,1.59,0.61,0.43,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
354,0,0.000,0.98,1,0.00,0.00,0.22,0.00,2.88,2.27,0.00,2.58,3.44,2.67,0.00,0.00,0.00,0.00,1.41,0.20,0.36,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
355,0,0.000,0.98,1,0.00,0.39,0.15,0.00,2.85,1.97,0.00,2.50,3.25,2.37,0.00,0.02,0.00,0.00,1.44,0.21,0.20,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
356,0,0.000,0.98,1,0.00,0.74,0.08,0.00,2.71,1.62,0.03,2.33,2.95,2.05,0.00,0.10,0.00,0.00,1.45,0.38,0.20,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
357,0,0.000,0.98,1,0.00,1.09,0.00,0.00,2.50,1.31,0.07,2.17,2.59,1.73,0.00,0.20,0.00,0.00,1.44,0.48,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
358,0,0.000,0.98,1,0.73,0.91,0.57,0.00,1.72,1.18,0.07,1.66,1.69,1.47,0.99,1.32,0.81,0.07,0.92,0.74,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
359,0,0.000,0.88,1,1.44,0.72,1.16,0.00,0.98,1.12,0.03,1.33,0.85,1.01,1.93,2.56,1.64,0.15,0.43,0.77,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
360,0,0.000,0.88,1,2.18,0.53,1.88,0.00,0.27,1.09,0.00,1.03,0.06,0.39,3.60,3.72,2.68,0.46,0.00,0.63,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
361,0,0.000,0.82,1,1.45,0.31,1.31,0.00,0.65,1.38,0.00,1.41,1.10,0.58,2.66,2.60,1.87,0.39,0.30,0.25,0.49,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
362,0,0.000,0.98,1,0.74,0.15,0.72,0.00,0.95,1.16,0.00,1.69,2.28,0.88,1.73,1.39,1.04,0.31,0.75,0.00,1.25,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
363,0,0.000,0.93,1,0.29,0.00,0.08,0.00,1.30,1.42,0.00,1.38,3.05,1.42,0.19,0.76,0.00,0.25,0.97,0.00,1.36,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
364,0,0.000,0.77,1,0.29,0.00,0.08,0.00,1.48,1.26,0.00,1.00,2.71,1.28,0.14,0.73,0.00,0.25,1.11,0.21,1.03,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
365,0,0.000,0.98,1,0.29,0.00,0.08,0.00,1.86,1.64,0.00,0.85,2.39,1.31,0.14,0.67,0.00,0.35,1.21,0.30,0.38,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
366,0,0.000,0.98,1,0.00,0.00,0.00,0.00,2.24,1.10,0.00,1.31,2.49,1.35,0.00,0.05,0.00,0.20,1.59,0.41,0.38,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
367,0,0.000,0.98,1,0.00,0.00,0.00,0.00,2.31,1.23,0.00,1.72,2.48,1.30,0.00,0.44,0.12,0.20,1.57,0.60,0.47,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
368,0,0.000,0.98,1,0.00,0.00,0.00,0.00,2.24,1.10,0.00,1.88,2.32,1.19,0.01,0.78,0.17,0.10,1.35,0.83,0.62,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00
369,0,0.000,0.98,1,0.00,0.00,0.00,0.00,2.06,1.35,0.00,2.05,2.15,1.08,0.01,1.04,0.26,0.00,1.17,1.03,0.60,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00
370,0,0.000,0.98,1,0.00,0.00,0.15,0.00,2.78,1.70,0.67,2.71,2.45,1.76,0.75,1.60,1.07,0.30,1.08,0.84,0.35,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00
371,0,0.000,0.98,1,0.00,0.00,0.38,0.00,3.49,2.28,1.37,3.38,2.70,2.33,1.17,2.38,1.70,0.77,1.06,0.62,0.09,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
372,0,0.000,0.98,1,0.00,0.00,0.71,0.00,4.22,2.78,2.07,3.87,2.94,2.74,1.70,3.19,2.52,1.33,0.80,0.38,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
373,0,0.000,0.98,1,0.14,0.00,0.57,0.00,2.88,1.92,1.55,3.17,2.06,1.75,1.02,2.84,1.59,1.60,0.47,0.57,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
374,0,0.000,0.82,1,0.24,0.00,0.39,0.00,1.80,0.93,0.85,2.77,1.52,0.88,0.59,2.18,0.91,1.58,0.15,0.64,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
375,0,0.000,0.88,1,0.38,0.00,0.19,0.00,0.41,0.01,0.21,2.19,0.66,0.00,0.06,1.79,0.00,1.63,0.00,0.88,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
376,0,0.000,0.82,1,0.38,0.00,0.19,0.26,0.73,0.34,0.07,1.68,1.20,0.00,0.01,1.29,0.00,1.06,0.14,0.48,0.64,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
377,0,0.000,0.93,1,0.43,0.00,0.13,0.28,0.93,0.99,0.07,1.09,1.63,0.14,0.01,0.83,0.00,0.61,0.25,0.31,1.76,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
378,0,0.000,0.98,1,0.28,0.00,0.00,0.28,1.51,1.76,0.00,0.93,2.46,0.23,0.00,0.13,0.00,0.00,0.33,0.00,2.98,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
379,0,0.000,0.98,1,0.15,0.00,0.00,0.03,1.45,1.74,0.00,0.94,2.46,0.37,0.07,0.22,0.00,0.00,0.23,0.12,2.70,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
380,0,0.000,0.98,1,0.00,0.00,0.01,0.00,1.31,1.32,0.00,0.76,2.29,0.37,0.16,0.43,0.00,0.00,0.16,0.19,2.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
381,0,0.000,0.98,1,0.00,0.00,0.05,0.00,1.08,0.92,0.00,0.48,1.99,0.41,0.35,0.64,0.00,0.00,0.10,0.38,1.16,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
382,0,0.000,0.98,1,0.00,0.00,0.05,0.00,1.36,1.14,0.00,1.24,2.43,0.92,0.28,0.45,0.00,0.00,0.68,0.26,1.13,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
383,0,0.000,0.98,1,0.00,0.00,0.04,0.00,1.65,1.34,0.00,2.02,2.83,1.50,0.18,0.21,0.00,0.00,1.27,0.19,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
384,0,0.000,0.98,1,0.00,0.00,0.00,0.00,1.95,1.45,0.00,2.75,3.25,2.03,0.00,0.00,0.00,0.00,1.89,0.00,0.96,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
385,0,0.000,0.98,1,0.02,0.00,0.30,0.00,1.52,1.24,0.00,2.05,2.85,1.53,0.00,0.00,0.00,0.00,1.26,0.00,0.63,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
386,0,0.000,0.98,1,0.02,0.00,0.63,0.00,1.11,1.21,0.00,1.39,2.54,1.03,0.00,0.00,0.00,0.00,0.64,0.00,0.34,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
387,0,0.000,0.98,1,0.02,0.00,1.03,0.00,0.88,0.74,0.06,0.49,1.82,0.70,0.00,0.35,0.11,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
388,0,0.000,0.82,1,0.27,0.00,0.73,0.00,0.97,0.57,0.06,0.58,1.36,0.55,0.19,0.44,0.11,0.00,0.65,1.06,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
389,0,0.000,0.98,1,0.54,0.00,0.40,0.00,0.95,0.39,0.06,0.76,0.64,0.40,0.38,0.78,0.11,0.00,1.31,2.38,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
390,0,0.000,0.98,1,0.75,0.00,0.00,0.00,0.88,0.55,0.00,0.97,0.68,0.20,0.52,0.42,0.00,0.00,1.93,2.96,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
391,0,0.000,0.98,1,0.48,0.00,0.00,0.23,0.60,0.83,0.00,0.67,0.49,0.19,0.49,0.34,0.04,0.00,1.28,2.23,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
392,0,0.000,0.93,1,0.72,0.18,0.00,0.49,0.34,0.64,0.00,0.24,0.67,0.14,0.43,0.00,0.05,0.00,1.32,0.98,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
393,0,0.000,0.98,1,1.11,0.24,0.00,0.49,0.00,0.63,0.13,0.01,0.64,0.00,0.45,0.00,0.34,0.00,1.18,0.31,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
394,0,0.000,0.98,1,1.14,0.24,0.05,0.26,0.84,0.96,0.34,0.43,1.62,0.52,0.29,0.00,0.30,0.00,1.41,0.16,0.05,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
395,0,0.000,0.98,1,0.63,0.06,0.07,0.00,1.71,1.69,0.49,0.84,2.47,0.99,0.17,0.00,0.29,0.00,1.02,0.09,0.05,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
396,0,0.000,0.98,1,0.04,0.00,0.10,0.00,2.56,2.34,0.49,1.21,3.19,1.49,0.00,0.00,0.00,0.00,0.78,0.00,0.10,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
397,0,0.000,0.98,1,0.58,0.44,0.05,0.39,1.77,1.78,0.39,0.80,2.13,0.97,0.00,0.86,1.06,0.55,0.55,0.75,0.06,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
398,0,0.000,0.88,1,1.44,1.26,0.03,0.39,0.89,1.39,0.39,0.39,1.07,0.49,0.00,1.81,2.06,1.09,0.25,1.79,0.06,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
399,0,0.000,0.73,0,1.89,1.58,0.00,0.74,0.04,0.77,0.31,0.00,0.00,0.00,0.00,2.49,2.78,1.92,0.00,2.40,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
400,0,0.000,0.98,1,1.31,1.15,0.00,0.35,0.21,0.60,0.45,0.25,0.61,0.00,0.14,1.98,2.00,1.37,0.00,1.66,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
401,0,0.000,0.98,1,0.45,0.33,0.00,0.35,0.51,0.33,0.60,0.59,1.26,0.09,0.46,1.32,1.30,0.83,0.00,0.61,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
402,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.80,0.30,0.77,0.93,1.95,0.11,0.67,0.98,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
403,0,0.000,0.98,1,0.00,0.00,0.00,0.00,0.85,0.42,0.68,1.01,2.05,0.04,0.65,1.01,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
